SSN,DoB,Gender,FirstName,MiddleName,LastName,EyeColor,StreetAddress,CityName,State,ZipCode,CountryCode,PhoneNumber,EmailAddress,DriverNumber,DriverState,DriverExpiry,Latitude,Longitude,IsVeteran,HasLienRecord,HasBankruptcyRecord,HasArrestRecord,HasCriminalRecord
603-67-8174,1949-06-19,Male,Theophilus,Bryan,Lovegrove,Brown,1666 Pine Street,Borough Of Queens,NY,11376,US,332-772-5842,theophilus4990@outlook.com,696-499-530,NY,2020-05-28,40.7804088559149,-73.8875760870078,True,False,False,False,False
658-27-3501,1947-04-15,Male,Scott,D.,Hutton,Brown,334 Mill Road,Mechanicstown,NY,12211,US,492-484-9246,scott.hutton@gmail.com,957-733-240,NY,2018-12-24,41.4429068105746,-74.3884931702335,True,False,False,False,False
295-21-9890,1933-07-05,Male,Donald,B.,Fleck,Gray,39 Middle Drive,Ogdensburg,NY,12330,US,794-854-4136,DonaldFleck33@yahoo.com,157-434-183,NY,2018-12-05,44.7011390325806,-75.4860336535656,True,False,False,False,False
247-42-6042,1934-05-21,Female,Sandra,Agnes,Rushton,Brown,430 School Boulevard,Amsterdam,NY,13352,US,158-191-6003,sandra7029@gmail.com,659-919-993,NY,2019-04-21,42.9416059066062,-74.1920218884005,False,True,False,False,False
749-28-9545,1960-12-21,Male,Charan,Harold,Hickmott,Brown,359 Oak Boulevard,Floral Park,NY,11445,US,334-425-1859,charan178@hotmail.com,,,1900-01-01,40.7239453025528,-73.7037689895531,True,False,False,False,False
024-86-2452,1951-02-09,Female,J.,E.,Bodell,Brown,190 Green Avenue,Freeport,NY,11264,US,306-708-8116,j..bodell@gmail.com,677-933-975,NY,2020-08-05,40.6574223142019,-73.5786271283148,False,False,False,False,False
564-26-9976,1951-04-15,Male,Terence,Mark,Brocklesby,Brown,54 School Boulevard,Borough Of Bronx,NY,14839,US,525-142-2013,TerenceBrocklesby51@yahoo.com,984-532-313,NY,2022-05-22,40.8382963839613,-73.8904782151916,True,False,False,False,False
760-44-2528,1968-11-07,Female,Esther,J.,Bishop,Gray,580 Kings Road,Borough of Bronx,NY,14695,US,943-454-7376,EstherBishop68@outlook.com,357-994-908,NY,2018-02-20,40.8807394789043,-73.8309781854327,False,False,False,False,False
581-82-6887,1951-08-07,Female,Helen,S.,Shoemaker,Gray,150 Green Drive,Borough of Bronx,NY,12836,US,788-487-2621,helen5174@hotmail.com,475-808-086,NY,2023-05-30,40.808794213681,-73.825304279412,False,False,False,False,False
370-11-6799,1955-09-01,Male,Graham,Marshall,Young,Green,9093 Green Avenue,Borough of Bronx,NY,12360,US,674-213-0347,GrahamYoung55@aol.com,170-680-854,NY,2019-01-20,40.8974999012439,-73.9562792263668,False,False,False,True,False
100-51-2029,1960-06-24,Male,Frank,Evan,Howie,Gray,2955 Main Avenue,New York City,NY,10934,US,442-607-1923,FrankHowie60@yahoo.com,,,1900-01-01,40.5415994466043,-73.9939262858921,False,False,False,False,False
486-25-3621,1950-08-08,Male,M.,C.,Zamarripa,Brown,2 Kings Street,Syracuse,NY,11005,US,431-453-0229,m.5051@mail.com,277-913-750,NY,2022-07-01,43.0846504753073,-76.1748648984889,True,False,False,False,False
972-08-0162,1965-03-01,Female,Penelope,S.,Massey,Brown,150 Queens Avenue,Syracuse,NY,12835,US,407-731-6193,PenelopeMassey65@aol.com,737-456-806,NY,2020-05-04,43.0605655429622,-76.1444948185047,False,False,False,False,False
587-53-1510,1957-09-15,Male,Ivan,G.,Valenzuela,Brown,40 Green Street,Buffalo,NY,11113,US,979-436-4158,ivan5793@gmail.com,587-688-309,NY,2021-01-27,42.8788857452773,-78.9119957080368,False,False,False,False,False
077-17-4456,1954-03-17,Male,Harvey,David,Hibbitt,Blue,474 Valley Street,New York City,NY,10978,US,147-414-0309,harvey4031@outbox.com,359-306-178,NY,2023-03-16,40.857179672914,-74.1048083371863,True,False,False,True,True
336-90-0707,1965-01-24,Male,Anthony,Richard,Quinto,Gray,117 Church Avenue,New York City,NY,10221,US,745-577-4238,AnthonyQuinto65@outbox.com,263-966-345,NY,2018-12-31,40.7058847329112,-73.9977330524682,False,False,False,False,False
524-31-4806,1964-11-25,Female,Fernanda,M.,Gooch,Hazel,14 Yew Street,New York City,NY,12349,US,834-710-8710,fernanda.gooch@yahoo.com,657-895-080,NY,2018-01-05,40.7522555960477,-73.9920142772772,False,False,False,True,False
994-85-4863,1941-08-07,Male,Anthony,D.,Loveridge,Gray,23 Church Drive,Borough Of Queens,NY,10837,US,444-321-9884,anthony4143@gmail.com,489-319-068,NY,2018-01-18,40.6971788122971,-73.8057184268887,True,False,False,True,False
570-25-4264,1959-10-30,Female,Clarita,Verda,Gresty,Blue,6712 Moss Road,Borough Of Bronx,NY,14616,US,645-827-7435,ClaritaGresty59@hotmail.com,655-450-923,NY,2018-10-19,40.8513090539786,-73.8618146248185,False,False,False,False,False
294-76-4392,1962-01-24,Male,Patrick,Luke,Mears,Brown,638 Kings Street,Brooklyn,NY,14011,US,765-134-3361,PatrickMears62@yahoo.com,314-685-442,NY,2020-03-24,40.660821072991,-73.887490011895,True,True,False,False,False
868-63-8150,1967-12-10,Female,Frances,Gladys,Annunziata,Brown,108 Park Avenue,Brooklyn,NY,10096,US,132-194-5599,FrancesAnnunziata67@mail.com,460-128-149,NY,2021-02-03,40.7293134852586,-73.9550811350164,False,False,False,False,False
990-89-1278,1949-12-26,Male,William,T.,Lepage,Brown,55 Church Drive,New York City,NY,14448,US,247-500-4819,william4992@yahoo.com,255-420-620,NY,2020-10-20,40.9932877231654,-73.8733227022429,True,False,False,False,False
915-27-2605,1970-10-03,Male,Raymond,Matthew,Grantham,Blue,84 School Road,Brooklyn,NY,14716,US,438-929-5210,RaymondGrantham70@yahoo.com,357-542-426,NY,2023-02-17,40.6642098489872,-73.908679733198,False,True,False,False,False
513-51-1804,1966-05-31,Male,Roger,A.,Curtis,Brown,1136 River Avenue,Brooklyn,NY,10725,US,989-543-0314,RogerCurtis66@hotmail.com,781-180-717,NY,2020-04-06,40.7157742421483,-74.0915908946229,False,False,False,False,False
195-01-6892,1958-11-05,Male,Yiu,F.,Anderson,Green,982 Park Avenue,Manhattan,NY,12650,US,843-458-7626,YiuAnderson58@gmail.com,827-874-210,NY,2022-03-28,40.8750769022462,-74.0177595960452,True,False,False,False,False
313-39-3935,1964-09-15,Female,Mary,Alicia,Ali,Blue,201 Church Boulevard,Manhattan,NY,11787,US,641-624-4745,MaryAli64@gmail.com,873-077-725,NY,2020-12-23,40.7844593062152,-73.9381406196616,False,True,False,False,False
276-92-2985,1971-02-08,Male,John,M.,Thursby,Hazel,170 Fort Street,Manhattan,NY,11197,US,854-102-6489,JohnThursby71@gmail.com,786-453-445,NY,2018-12-28,40.7386464315468,-73.8835917168476,False,False,False,False,False
455-47-7509,1965-01-17,Male,James,A.,Henley,Brown,23 Eighth Street,Manhattan,NY,13751,US,565-775-7340,james5096@outlook.com,,,1900-01-01,40.7566216428547,-73.9239420152517,False,True,True,True,False
377-86-2842,1944-12-17,Female,Juliette,H.,Holmes,Blue,36 Main Road,New York City,NY,13546,US,809-436-8021,JulietteHolmes44@yahoo.com,105-311-154,NY,2017-07-05,40.6081938524147,-74.1868231884337,False,False,False,False,False
430-32-6698,1961-10-10,Male,Alfonso,George,Bourg,Brown,67 Green Boulevard,New York City,NY,10789,US,420-858-9565,AlfonsoBourg61@yahoo.com,666-954-498,NY,2022-07-14,40.721845134101,-74.0061450024579,True,True,False,False,False
239-96-1478,1970-08-05,Female,Merry,Meredith,Purewal,Brown,2883 Field Road,New York City,NY,10705,US,567-487-0120,MerryPurewal70@hotmail.com,522-194-738,NY,2018-02-27,40.7020712945017,-73.9525703984778,False,False,False,False,False
795-81-1093,1962-11-04,Female,D.,S.,Owens,Green,2518 Park Road,New York City,NY,12550,US,207-831-1072,d..owens@outlook.com,744-331-248,NY,2016-10-06,40.6058058866876,-73.8677012300176,False,False,False,False,False
913-72-9294,1972-07-31,Male,Barry,Andre,Deakin,Gray,2 Park Street,New York City,NY,14880,US,864-514-6238,barry7278@outlook.com,181-263-346,NY,2017-01-14,40.7459584312285,-73.7977311008386,False,False,False,False,False
553-04-5075,1977-04-26,Male,Wilbur,Charles,Campkin,Hazel,9 Broad Boulevard,New York City,NY,10894,US,787-254-7398,,897-272-009,NY,2021-11-08,40.6515945108132,-74.2426821068338,False,False,False,False,False
008-10-4473,1959-02-26,Male,James,,Johnson,Hazel,719 Union Drive,Manhattan,NY,14603,US,330-993-5070,james3262@outbox.com,764-744-322,NY,2022-12-25,40.8060835473057,-74.0654455220321,True,False,False,False,False
173-27-9349,1957-09-16,Male,Brendan,I.,Gracey,Hazel,1 Holly Boulevard,Manhattan,NY,14822,US,112-683-3166,brendan5329@hotmail.com,789-973-641,NY,2018-06-12,40.7197772686437,-73.9534560957969,False,False,False,False,False
377-43-2988,1958-12-07,Female,Jennifer,K.,Dean,Blue,542 Park Avenue,Manhattan,NY,12905,US,176-102-4552,jennifer.dean@mail.com,434-789-599,NY,2020-03-09,40.7587614628028,-73.9995328438596,False,False,False,False,False
853-05-0671,1941-05-05,Male,Shawn,S.,Chidley,Brown,2114 Park Avenue,Jamaica,NY,13835,US,129-122-2525,shawn8944@hotmail.com,565-241-382,NY,2022-12-07,40.6914790705387,-73.8056772059378,True,True,False,False,False
255-28-2530,1948-08-24,Female,Jennifer,S.,Kinder,Brown,2355 Green Avenue,Borough Of Bronx,NY,14793,US,733-892-9873,,786-245-521,NY,2022-01-17,40.8483480532894,-73.8642166825096,False,False,False,False,False
879-69-1385,1949-08-11,Male,George,J.,Whiting,Blue,9 City Street,Syracuse,NY,11905,US,168-365-0806,george4934@gmail.com,777-568-180,NY,2022-08-29,43.0509949253516,-76.1180774562287,True,False,False,False,False
206-97-3000,1964-06-29,Female,Mary,Denise,Labrie,Hazel,28 Bank Avenue,Syracuse,NY,13110,US,876-910-0225,mary.labrie@gmail.com,821-026-033,NY,2016-07-29,43.0303026916109,-76.1347125556906,False,False,False,False,False
004-12-0947,1957-03-21,Male,Jose,N.,Hall,Blue,37 Dale Boulevard,New York City,NY,10612,US,374-414-8108,JoseHall57@hotmail.com,657-789-966,NY,2018-04-22,40.7744085235846,-74.0361867370624,True,False,False,False,False
129-69-9239,1965-01-31,Male,Robert,P.,Whincup,Brown,894 Green Avenue,Borough Of Queens,NY,13751,US,647-833-7669,RobertWhincup65@hotmail.com,606-329-684,NY,2023-03-09,40.7077653911715,-73.8212857817189,True,False,False,False,False
596-58-8790,1945-05-24,Male,J.,D.,Lilley,Green,85 Church Road,Manhattan,NY,14280,US,669-556-2594,J.Lilley45@yahoo.com,553-205-234,NY,2022-07-24,40.7549871467788,-73.9713652386485,False,False,False,False,False
662-64-6383,1945-02-23,Male,Robert,S.,Redshaw,Hazel,3 Church Road,Borough Of Bronx,NY,14561,US,257-784-6534,robert2890@hotmail.com,213-694-838,NY,2022-08-16,40.8997315893414,-73.8303003732019,False,False,False,False,False
685-17-8206,1939-06-07,Male,George,R.,Ghani,Green,16 Green Drive,Rockville Centre,NY,12317,US,801-372-8537,george.ghani@yahoo.com,229-724-367,NY,2018-01-26,40.6658411856317,-73.65256952766,True,False,False,True,False
331-60-7960,1950-05-23,Male,Robert,Daniel,Shaffer,Hazel,37 Spring Boulevard,New York City,NY,11117,US,297-339-9877,robert9700@mail.com,797-376-691,NY,2019-03-22,40.7307548558594,-73.6896298744793,True,True,False,False,False
303-12-7941,1963-04-07,Male,Robert,F.,Cuthill,Hazel,10 Broad Road,New York City,NY,10996,US,391-744-7035,RobertCuthill63@mail.com,270-701-639,NY,2018-08-21,40.714814884023,-74.0951648469552,False,False,False,False,False
452-87-0512,1955-08-09,Female,Florence,Linda,Hale,Hazel,1 Maple Street,New York City,NY,13896,US,860-531-1452,florence.hale@outbox.com,413-136-574,NY,2018-11-04,40.615751140474,-74.0798359301639,False,False,False,False,False
172-09-5112,1950-11-29,Male,Robert,T.,Storrar,Brown,2 Green Boulevard,Borough Of Queens,NY,14528,US,342-470-5969,RobertStorrar50@mail.com,309-403-852,NY,2023-02-28,40.7069408584416,-73.8186057148957,False,True,False,False,False
913-51-7150,1950-04-10,Male,James,Michael,Rozell,Gray,870 Park Avenue,New York City,NY,13884,US,159-126-5071,james1842@yahoo.com,829-688-408,NY,2021-07-28,40.734796784814,-73.9600460337612,True,False,False,False,False
835-31-1773,1970-02-06,Male,Donald,A.,Summers,Brown,32 Main Boulevard,New York City,NY,14424,US,799-367-8084,donald9194@outlook.com,,,1900-01-01,40.9012777749042,-74.3114189148875,False,True,False,False,False
334-01-7388,1957-10-17,Female,Debra,K.,Wu,Blue,31 Bank Avenue,New York City,NY,13731,US,537-380-6865,,913-118-245,NY,2019-03-13,40.4903289513464,-74.2580067662118,False,False,False,False,False
005-18-0699,1953-01-04,Female,Tara,Natosha,Eckert,Gray,286 Park Avenue,Borough Of Queens,NY,14890,US,378-250-9206,tara5336@outbox.com,194-476-368,NY,2018-08-14,40.6741157855665,-73.8167854661162,False,True,False,False,False
311-45-9343,1952-03-17,Male,Jay,Gordon,Cryans,Brown,1718 Green Street,Borough Of Bronx,NY,14010,US,846-487-3131,jay5255@outbox.com,192-364-532,NY,2017-05-18,40.8706843661571,-73.875645355023,True,False,False,False,False
435-38-1509,1956-09-06,Male,Gary,A.,Bennett,Gray,1 Seventh Drive,New York City,NY,13741,US,146-443-0508,GaryBennett56@hotmail.com,832-556-819,NY,2020-07-14,40.634017369092,-74.01384947229,True,True,True,False,False
216-35-9669,1970-03-15,Female,Allene,M.,Flynn,Brown,1258 Southern Street,New York City,NY,14940,US,632-629-0224,AlleneFlynn70@hotmail.com,981-991-746,NY,2021-08-11,40.7741573871602,-73.9366850167256,False,False,False,False,False
439-54-8830,1970-04-05,Male,Dewey,S.,Faulkner,Brown,5 Island Avenue,New York City,NY,10076,US,922-598-3647,dewey7074@outbox.com,365-985-292,NY,2021-03-05,40.726405865257,-73.9011851939626,False,True,False,False,False
302-63-9554,1951-05-04,Female,Patricia,Maria,Burke,Gray,2633 Kings Boulevard,Brooklyn,NY,10442,US,599-900-3673,PatriciaBurke51@hotmail.com,185-907-697,NY,2018-05-14,40.6734995832436,-73.8629569226324,False,False,False,False,False
645-48-1416,1951-07-17,Male,Ronald,Dominic,Bargas,Green,160 School Street,New York City,NY,13936,US,992-476-0439,ronald.bargas@aol.com,801-759-481,NY,2023-02-25,40.7283940858327,-73.9841896995703,True,True,False,False,False
979-47-5003,1969-06-04,Female,Katie,Claire,Somerville,Blue,74 Dale Boulevard,New York City,NY,12060,US,180-766-4861,katie6943@yahoo.com,177-120-202,NY,2019-08-18,40.8341027930255,-73.974979082348,False,False,False,False,False
605-09-6276,1951-11-15,Male,Steven,P.,Wright,Hazel,1278 Maple Street,New York City,NY,11617,US,395-679-5017,steven1165@yahoo.com,580-065-640,NY,2019-07-31,40.692301330279,-74.0413688794425,False,False,False,False,False
600-56-0217,1970-05-20,Female,Sharon,J.,Whieldon,Blue,149 Green Drive,New York City,NY,11186,US,973-815-3840,sharon427@hotmail.com,303-590-533,NY,2017-08-08,40.708876184481,-74.0420735210838,False,False,False,False,False
891-49-5850,1939-09-26,Female,V.,T.,Littlefield,Green,87 Kings Street,New York City,NY,11861,US,725-413-2301,V.Littlefield39@yahoo.com,820-358-788,NY,2018-12-27,40.7033891321378,-73.9412602857201,False,False,False,False,False
246-48-5587,1942-07-08,Male,Edward,K.,Cattell,Hazel,26 Hospital Avenue,Brooklyn,NY,13870,US,573-561-5673,EdwardCattell42@hotmail.com,118-717-616,NY,2022-08-04,40.563465954963,-73.9479558036636,True,True,False,False,False
534-68-9767,1967-09-10,Female,Louise,,Masefield,Brown,52 Green Street,Borough of Bronx,NY,14402,US,851-629-2369,LouiseMasefield67@aol.com,549-968-056,NY,2022-06-19,40.8256158332519,-73.8095470134143,False,False,False,False,False
299-21-6418,1965-04-29,Male,Barry,J.,Woodfield,Brown,6 Park Street,Brooklyn,NY,14432,US,581-978-4157,barry6576@aol.com,854-919-106,NY,2022-12-26,40.6489112951832,-73.9552492932498,False,True,False,True,True
644-54-6266,1959-02-06,Male,R.,M.,Stevens,Hazel,66 Park Road,Borough Of Queens,NY,12346,US,659-548-6847,R.Stevens59@hotmail.com,320-953-896,NY,2019-12-06,40.6911181278002,-73.8586087030325,True,False,False,False,False
304-14-8630,1945-07-11,Female,Amy,A.,Popoola,Blue,544 Forest Avenue,New York City,NY,10172,US,838-258-2133,amy.popoola@yahoo.com,550-325-471,NY,2022-09-03,40.650923048382,-73.7521696846137,True,False,False,False,False
225-84-8784,1959-01-21,Female,Marie,Alejandra,Wood,Gray,1 Green Avenue,New York City,NY,10109,US,849-443-4392,MarieWood59@outlook.com,549-924-715,NY,2022-07-10,40.7275834666508,-74.0390354385908,False,True,False,False,False
916-32-2998,1948-11-01,Male,J.,J.,Delacruz,Brown,859 Boundary Street,New York City,NY,13296,US,205-220-2582,j.4948@hotmail.com,183-290-405,NY,2017-03-28,40.6772725514955,-73.7807198968158,False,False,False,False,False
281-93-2589,1954-05-18,Male,Billy,Harry,Thomas,Green,405 Eighth Drive,Borough Of Queens,NY,10796,US,317-884-7792,BillyThomas54@outlook.com,,,1900-01-01,40.6272026729253,-73.9398060834819,True,False,False,False,False
712-45-2617,1964-12-04,Female,Brenda,Andrea,Gay,Green,1146 Mill Avenue,Borough of Queens,NY,12989,US,436-483-8310,brenda2302@aol.com,585-644-183,NY,2017-03-02,40.5956002818049,-73.7749511441551,False,True,False,False,False
077-95-9716,1969-04-01,Male,Justin,T.,Guyatt,Blue,19 Church Boulevard,Borough of Queens,NY,14639,US,576-672-0559,justin6956@outbox.com,953-916-601,NY,2017-01-08,40.6869956368628,-73.8728795151142,False,True,True,False,False
920-81-4370,1953-04-06,Male,K.,J.,Jordan,Hazel,757 Long Boulevard,Borough Of Bronx,NY,12840,US,168-924-5619,k.5324@aol.com,900-374-333,NY,2019-01-14,40.8382718159085,-73.8433792525243,False,False,False,False,False
274-27-4388,1950-11-10,Male,Kwaku,N.,Blowers,Green,534 Bridge Boulevard,New York City,NY,12151,US,834-883-3736,KwakuBlowers50@gmail.com,,,1900-01-01,40.614421294094,-74.0256469101014,True,False,False,False,False
517-49-6073,1940-02-19,Male,Kenneth,M.,Crocker,Brown,12 Sycamore Avenue,Borough Of Queens,NY,14190,US,241-101-3982,KennethCrocker40@hotmail.com,956-793-527,NY,2018-06-25,40.6364149083361,-73.8236427025959,True,False,False,False,False
618-12-2554,1951-05-17,Male,David,Barry,Rowse,Green,670 Sycamore Drive,New York City,NY,14487,US,361-872-6501,DavidRowse51@outlook.com,590-744-905,NY,2019-07-10,40.5434893744564,-73.9196395465146,False,True,False,False,False
504-12-6503,1954-02-05,Male,Jeffrey,Joey,Haight,Brown,1 Cherry Boulevard,New York City,NY,11175,US,492-729-5656,jeffrey.haight@aol.com,148-526-170,NY,2020-01-04,40.7027395886543,-74.0337284253212,False,False,False,False,False
658-62-3590,1960-08-30,Female,Esther,Minnie,Price,Green,3225 Edge Road,New York City,NY,13269,US,687-991-4610,esther9197@yahoo.com,685-893-094,NY,2018-12-01,40.613019244215,-74.1674609548231,False,False,False,False,False
016-46-6750,1961-01-13,Female,Linda,Donna,Deangelo,Blue,3889 Bridge Boulevard,New York City,NY,12772,US,189-768-3731,LindaDeangelo61@hotmail.com,937-437-880,NY,2018-04-28,40.7435468232861,-73.9267425591458,False,False,False,False,False
708-55-8273,1954-04-04,Male,Jon,M.,Oscar,Brown,30 Green Road,New York City,NY,10414,US,389-899-5129,JonOscar54@outbox.com,270-790-515,NY,2017-03-22,40.7645415360155,-74.2341388694265,True,True,False,False,False
492-01-0016,1966-07-02,Female,Judith,,Henson,Brown,10 Pleasant Boulevard,New York City,NY,10812,US,908-536-2358,judith3367@gmail.com,965-330-555,NY,2019-01-02,40.7505314915609,-74.0925234315549,False,False,False,False,False
319-18-6137,1969-07-17,Female,J.,V.,Waldock,Brown,34 Oak Avenue,New York City,NY,10776,US,870-303-9664,j.5727@hotmail.com,273-079-672,NY,2022-10-22,40.7397533252692,-74.2321554342109,False,False,False,False,False
911-03-5931,1961-05-01,Male,Habib,R.,Labrecque,Gray,951 Bank Road,New York City,NY,12226,US,448-450-8238,HabibLabrecque61@hotmail.com,450-971-325,NY,2018-09-12,40.656972601357,-74.1506664413911,False,False,False,False,False
573-84-3374,1956-11-09,Male,Lowell,R.,Hollis,Brown,3 Ninth Avenue,New York City,NY,10872,US,222-806-1993,LowellHollis56@aol.com,,,1900-01-01,40.7116625564926,-74.0231458161178,False,False,False,False,False
394-06-4122,1951-01-21,Female,Doreen,J.,Patterson,Brown,227 Main Avenue,Brooklyn,NY,11540,US,198-834-3215,DoreenPatterson51@gmail.com,467-227-608,NY,2019-04-29,40.7960182682115,-74.0073484197493,False,False,False,False,False
666-83-5518,1960-01-06,Female,Thalia,S.,Patel,Green,2153 Market Boulevard,Borough of Queens,NY,11968,US,580-766-3912,ThaliaPatel60@mail.com,736-154-451,NY,2018-12-23,40.7765394133115,-73.8833623455215,False,False,False,False,False
243-12-3948,1948-02-14,Male,Raymond,J.,Baumann,Green,47 Park Street,Manhattan,NY,14361,US,243-547-7024,raymond3721@aol.com,942-190-431,NY,2017-06-29,40.8267438221504,-73.9723436159832,True,True,False,False,False
201-03-9023,1965-03-28,Male,Ramon,,Jones,Brown,7 Mill Drive,Manhattan,NY,14682,US,924-296-3091,RamonJones65@gmail.com,281-269-095,NY,2022-08-21,40.8853093217349,-73.9513426854944,False,False,False,False,False
771-87-7951,1967-06-21,Female,D.,C.,Williamson,Gray,12 Ninth Boulevard,Manhattan,NY,12097,US,186-938-0430,d.6793@gmail.com,549-932-265,NY,2020-12-20,40.7839822421744,-73.8979328115649,False,False,False,False,False
535-27-3811,1952-08-29,Male,Thomas,Patrick,Cordingley,Brown,3 Church Drive,New York City,NY,11418,US,849-595-2467,,364-355-495,NY,2023-03-26,40.5960258812584,-73.970583129957,True,False,False,False,False
122-98-1575,1960-10-30,Female,Gladys,L.,Pandya,Brown,3518 Park Avenue,New York City,NY,13073,US,984-288-6712,gladys6013@yahoo.com,794-031-866,NY,2022-05-07,40.7512306440633,-73.8423293090214,False,True,False,False,False
508-05-8450,1969-04-21,Male,Dennis,D.,Gilmour,Brown,1319 Cross Avenue,New York City,NY,13415,US,692-628-3680,dennis3783@outbox.com,323-721-437,NY,2018-02-09,40.5037869776579,-73.9422642542606,False,False,False,False,False
560-93-8016,1958-08-19,Male,Rodney,E.,Impey,Green,84 County Street,Elmira,NY,14686,US,123-680-8802,rodney4634@outlook.com,519-981-686,NY,2017-07-31,42.090324447724,-76.8104523800582,True,True,False,False,False
337-72-9173,1958-03-10,Male,Wayne,Frank,Williams,Blue,9908 Church Road,Elmira,NY,12709,US,717-214-2958,wayne3899@hotmail.com,176-026-585,NY,2019-08-16,42.0890949702522,-76.8002541533015,False,False,False,False,False
157-66-3653,1955-10-16,Female,Tamara,Erma,Williams,Brown,25 Church Road,New York City,NY,10420,US,993-196-0613,TamaraWilliams55@gmail.com,911-035-302,NY,2022-10-15,40.889935389438,-73.6800197805804,False,False,False,False,False
593-27-1573,1960-07-12,Male,Thomas,D.,Price,Hazel,411 Princes Road,Mount Kisco,NY,10803,US,317-458-4318,ThomasPrice60@hotmail.com,496-624-464,NY,2019-12-19,41.1976404824296,-73.7353897648947,True,False,False,False,False
110-14-6088,1967-09-10,Male,Glenn,D.,Olson,Blue,3530 College Boulevard,Borough of Queens,NY,12709,US,809-145-0025,glenn.olson@mail.com,535-301-291,NY,2017-05-21,40.7481990628981,-73.8897276294324,False,False,False,False,False
447-48-8455,1946-08-12,Female,Anne,Shirley-ann,Gregory,Hazel,260 Bridge Drive,New York City,NY,13828,US,818-527-1629,anne6119@outlook.com,286-744-980,NY,2019-02-14,40.7670711556779,-73.9759764886104,False,True,False,False,False
430-07-7204,1944-09-05,Male,Kaushik,W.,Palmer,Hazel,15 Cedar Street,New York City,NY,13014,US,795-614-4337,KaushikPalmer44@hotmail.com,995-266-014,NY,2021-04-30,40.6986104935863,-74.0972455005512,True,True,False,False,False
933-64-5567,1969-10-23,Female,Ellen,Casie,Mitchell,Hazel,1 Main Avenue,New York City,NY,12153,US,429-189-0672,ellen6999@gmail.com,130-079-598,NY,2022-10-18,40.7641215632664,-73.9389486459502,False,False,False,False,False
929-76-3705,1956-04-27,Male,Alberto,Daniel,Mulhearn,Brown,1 Green Street,New York City,NY,14542,US,435-996-2707,alberto9434@aol.com,804-575-311,NY,2020-07-24,40.8152759376416,-73.9295928925535,False,False,False,False,False
562-12-4303,1941-09-25,Male,John,J.,Lawson,Brown,7 Kings Avenue,New York City,NY,13532,US,328-567-3582,john.lawson@outbox.com,126-471-614,NY,2019-12-11,40.7615240395756,-74.0510311693734,False,True,False,False,False
420-29-5572,1958-12-17,Male,Michael,T.,Smalley,Green,5 Ford Avenue,North Babylon,NY,13513,US,769-476-2734,michael800@yahoo.com,327-780-148,NY,2021-09-22,40.7201415736908,-73.3243177336953,True,True,False,False,False
056-91-5083,1958-10-27,Male,Richard,Greig,Clayton,Gray,4 Third Avenue,New York City,NY,13692,US,398-757-6703,richard8145@hotmail.com,502-913-208,NY,2021-06-28,40.6565682212157,-74.0603570215076,True,True,False,False,False
491-41-6190,1934-12-23,Male,S.,J.,Higton,Brown,5127 Park Avenue,West Hempstead,NY,11478,US,559-151-5640,S.Higton34@gmail.com,719-026-336,NY,2023-04-05,40.6998802489703,-73.6495703827847,True,True,False,True,False
294-42-0220,1961-08-11,Male,James,C.,Fitton,Blue,2 Beech Avenue,Fort Salonga,NY,14311,US,885-295-6256,JamesFitton61@outbox.com,721-540-203,NY,2022-01-27,40.9154143787987,-73.3002745769675,False,False,False,False,False
435-42-3335,1954-10-24,Female,L.,B.,Wallace,Hazel,2 Point Road,Manhattan,NY,13585,US,129-177-9237,l..wallace@gmail.com,850-384-478,NY,2019-04-24,40.7776877712274,-73.8852082023137,True,False,False,True,False
141-49-6498,1964-06-17,Female,Sharon,Mary,Ashworth,Brown,708 Chambers Avenue,Borough of Queens,NY,10037,US,461-614-2116,sharon8458@hotmail.com,715-315-169,NY,2021-06-13,40.7209653574136,-73.7672719172816,False,True,False,False,False
734-40-9310,1967-02-27,Male,Harlan,J.,Thompkins,Hazel,3443 Lime Road,Borough of Queens,NY,12580,US,796-340-4470,HarlanThompkins67@gmail.com,893-638-534,NY,2020-12-15,40.7007194944976,-73.9666652161808,False,False,False,False,False
962-52-4974,1977-10-15,Female,Patricia,A.,Phillips,Green,713 Main Road,Manhattan,NY,14540,US,993-480-6688,patricia6149@mail.com,550-443-196,NY,2023-05-09,40.8059006015727,-73.9768565766021,False,False,False,False,False
121-77-8582,1964-12-05,Female,Melanie,E.,Howell,Hazel,1 Business Avenue,Manhattan,NY,10004,US,715-134-3048,MelanieHowell64@yahoo.com,487-932-287,NY,2020-10-21,40.7117985658074,-74.0503795781341,False,False,False,False,False
214-10-8817,1963-10-31,Male,A.,H.,Haynes,Brown,4041 County Drive,Manhattan,NY,14783,US,367-302-1955,a..haynes@hotmail.com,168-851-201,NY,2022-10-18,40.8256696304056,-74.0274533195294,False,True,False,False,False
538-37-2065,1968-03-28,Male,Nathan,M.,Harris,Brown,158 Hawthorn Drive,Manhattan,NY,10909,US,238-958-8224,NathanHarris68@yahoo.com,228-252-221,NY,2020-01-20,40.7535428302727,-73.9587462269315,False,False,False,False,False
850-90-4764,1944-05-15,Female,Christina,G.,Paget,Hazel,3751 Green Avenue,Cheektowaga,NY,10527,US,738-477-4322,christina.paget@outlook.com,507-882-942,NY,2019-01-27,42.9108425177628,-78.7551449418784,False,True,False,False,False
