ClaimId,ClaimantName,ClaimantSSN,ClaimantDoB,Role,VetName,VetSSN,VetDoB,ClaimFromAddress,ClaimFromLatitude,ClaimFromLongitude,FromTravelDate,FromTravelType,ClaimToAddress,ClaimToLatitude,ClaimToLongitude,ToTravelDate,ToTravelType,Mileage,ItemizedExpenses,TreatmentDate,FacilityName,FacilityAddress,FacilityLatitude,FacilityLongitude,ClaimDate
3000106,Carl Everett Goodier,233-98-9540,4/5/1942,,Carl Everett Goodier,233-98-9540,4/5/1942,"8402 Brickyard Street San Diego, CA 92114",40.76757733,-74.14022415,7/18/2016,Train,"8402 Brickyard Street San Diego, CA 92114",40.76757733,-74.14022415,7/18/2016,Train,27,Train fare of $27.10,7/18/2016,Sorrento Valley Clinic,"2790 Truxton Road, Suite 130, San Diego, CA 92106",40.807493,-73.94415,7/30/2016
3000115,William G. Andrews,927-26-6221,5/12/1941,,William G. Andrews,927-26-6221,5/12/1941,"4950 Canterbury Dr San Diego, CA 92116",40.73433072,-73.96113667,7/31/2016,Bus,"4950 Canterbury Dr San Diego, CA 92116",40.73433072,-73.96113667,7/31/2016,Bus,2,Bus fare of $1.94,7/31/2016,VA San Diego Healthcare System,"2790 Truxton Road, Suite 130, San Diego, CA 92106",40.807493,-73.94415,8/1/2016
3000098,Paul A. Miah,129-62-9466,9/10/1960,,Paul A. Miah,129-62-9466,9/10/1960,"5998 Alcala Park San Diego, CA 92110",42.09709362,-79.23505649,7/4/2016,Bus,"5998 Alcala Park San Diego, CA 92110",42.09709362,-79.23505649,7/4/2016,Bus,2,Bus fare of $2.33,7/4/2016,ASPIRE Center,"2790 Truxton Road, Suite 130, San Diego, CA 92106",40.807493,-73.94415,8/2/2016
3000110,Shawn S. Chidley,853-05-0671,5/5/1941,,Shawn S. Chidley,853-05-0671,5/5/1941,"3862 Fifth Ave, San Diego, CA 92103",40.69147907,-73.80567721,7/27/2016,Bus,"3862 Fifth Ave, San Diego, CA 92103",40.69147907,-73.80567721,7/27/2016,Bus,7,Bus fare of $7.14,7/27/2016,Fort Rosecrans National Cemetery,"2790 Truxton Road, Suite 130, San Diego, CA 92106",40.807493,-73.94415,8/6/2016
3000108,Charles  Cooper,034-01-2522,10/15/1953,,Charles  Cooper,034-01-2522,10/15/1953,"3775 Elliott St San Diego, CA 92106",40.51694709,-74.06983175,7/20/2016,Car,"3775 Elliott St San Diego, CA 92106",40.51694709,-74.06983175,7/20/2016,Car,113,Mileage charge of $56.50; Parking fees of $10.84; Toll fees of $4.05,7/20/2016,"Intake Site At Marine Corps Air Station, Miramar","2790 Truxton Road, Suite 130, San Diego, CA 92106",40.807493,-73.94415,8/9/2016
3000119,Clarence Gabriel Scammell,754-03-6324,7/3/1951,,Clarence Gabriel Scammell,754-03-6324,7/3/1951,"3803 Nipoma Pl, San Diego, CA 92106",40.65740997,-73.93104198,8/6/2016,Bus,"3803 Nipoma Pl, San Diego, CA 92106",40.65740997,-73.93104198,8/6/2016,Bus,9,Bus fare of $9.22,8/6/2016,Intake Site At Marine Corps Recruit Depot (MCRD),"2790 Truxton Road, Suite 130, San Diego, CA 92106",40.807493,-73.94415,8/10/2016
3000116,Scott D. Hutton,658-27-3501,4/15/1947,,Scott D. Hutton,658-27-3501,4/15/1947,"1244 Gertrude St, San Diego, CA 92110",41.44290681,-74.38849317,8/2/2016,Car,"1244 Gertrude St, San Diego, CA 92110",41.44290681,-74.38849317,8/2/2016,Car,53,Mileage charge of $26.65; Parking fees of $9.89,8/2/2016,Intake Site At Naval Medical Center San Diego,"2790 Truxton Road, Suite 130, San Diego, CA 92106",40.807493,-73.94415,8/15/2016
3000111,Nathan Jacob Holt,484-17-8580,4/22/1936,,Nathan Jacob Holt,484-17-8580,4/22/1936,"5061 Gardena Ave, San Diego, CA 92110",40.67468287,-73.90186124,7/27/2016,Bus,"5061 Gardena Ave, San Diego, CA 92110",40.67468287,-73.90186124,7/27/2016,Bus,14,Bus fare of $14.24,7/27/2016,Miramar National Cemetery,"2790 Truxton Road, Suite 130, San Diego, CA 92106",40.807493,-73.94415,8/19/2016
3000121,Samuel R. Nicklin,474-70-4210,7/18/1942,,Samuel R. Nicklin,474-70-4210,7/18/1942,"5141 Georgetown Ave, San Diego, CA 92110",40.799835,-74.18287526,8/10/2016,Train,"5141 Georgetown Ave, San Diego, CA 92110",40.799835,-74.18287526,8/10/2016,Train,180,Train fare of $179.73; Meal bill of $28.73,8/10/2016,Mission Valley Clinic,"2790 Truxton Road, Suite 130, San Diego, CA 92106",40.807493,-73.94415,8/22/2016
3000109,Christopher P. Harvey,682-87-8410,11/11/1944,,Christopher P. Harvey,682-87-8410,11/11/1944,"2135 Burgener Blvd, San Diego, CA 92110",40.59966971,-73.76987662,8/18/2016,Car,"2135 Burgener Blvd, San Diego, CA 92110",40.59966971,-73.76987662,8/18/2016,Car,34,Mileage charge of $16.89,8/18/2016,Rio Clinic,"2790 Truxton Road, Suite 130, San Diego, CA 92106",40.807493,-73.94415,8/22/2016
3000125,Stephen L. Kuntz,720-85-3820,8/26/1946,,Stephen L. Kuntz,720-85-3820,8/26/1946,"2570 Burgener Blvd, San Diego, CA 92110",40.67725647,-74.09184767,8/19/2016,Bus,"2570 Burgener Blvd, San Diego, CA 92110",40.67725647,-74.09184767,8/19/2016,Bus,6,Bus fare of $6.15,8/19/2016,"San Diego Regional Benefit Office, 8810 Rio San Diego Drive, San Diego, CA 92108","2790 Truxton Road, Suite 130, San Diego, CA 92106",40.807493,-73.94415,8/22/2016
3000127,Ruth Dona Niebuhr,461-36-6868,8/9/1954,,Ruth Dona Niebuhr,461-36-6868,8/9/1954,"2621 Arnott St, San Diego, CA 92110",40.91655161,-72.66219475,8/26/2016,Car,"2621 Arnott St, San Diego, CA 92110",40.91655161,-72.66219475,8/26/2016,Car,47,Mileage charge of $23.31,8/26/2016,San Diego Vet Center,"2790 Truxton Road, Suite 130, San Diego, CA 92106",40.807493,-73.94415,8/27/2016
3000123,Paul Reginald Welch,071-58-3234,4/21/1945,,Paul Reginald Welch,071-58-3234,4/21/1945,"3534 Yosemite St, San Diego, CA 92109",40.63186923,-73.86207438,8/14/2016,Bus,"3534 Yosemite St, San Diego, CA 92109",40.63186923,-73.86207438,8/14/2016,Bus,9,Bus fare of $8.60,8/14/2016,Sorrento Valley Clinic,"2790 Truxton Road, Suite 130, San Diego, CA 92106",40.807493,-73.94415,9/1/2016
3000114,Gerard O. Roddick,441-01-1939,11/13/1948,,Gerard O. Roddick,441-01-1939,11/13/1948,"3534 Yosemite St, San Diego, CA 92109",40.68764989,-73.8543684,8/31/2016,Car,"3534 Yosemite St, San Diego, CA 92109",40.68764989,-73.8543684,8/31/2016,Car,39,Mileage charge of $19.63,8/31/2016,VA San Diego Healthcare System,"2790 Truxton Road, Suite 130, San Diego, CA 92106",40.807493,-73.94415,9/6/2016
3000126,Rupert A. Hudson,938-16-5501,3/5/1940,,Rupert A. Hudson,938-16-5501,3/5/1940,"3341 Riviera Dr, San Diego, CA 92109",40.8040275,-73.9130783,8/23/2016,Bus,"3341 Riviera Dr, San Diego, CA 92109",40.8040275,-73.9130783,8/23/2016,Bus,16,Bus fare of $16.40,8/23/2016,ASPIRE Center,"2790 Truxton Road, Suite 130, San Diego, CA 92106",40.807493,-73.94415,9/12/2016
3000130,Philip K. Mistry,430-90-7376,10/16/1951,,Philip K. Mistry,430-90-7376,10/16/1951,"59 Strawberry Street San Diego, CA 92117",40.75687054,-73.79806757,9/3/2016,Car,"59 Strawberry Street San Diego, CA 92117",40.75687054,-73.79806757,9/3/2016,Car,15,Mileage charge of $7.26; Parking fees of $13.42,9/3/2016,Fort Rosecrans National Cemetery,"2790 Truxton Road, Suite 130, San Diego, CA 92106",40.807493,-73.94415,9/13/2016
3000135,David F. Meister,470-51-5576,9/2/1950,,David F. Meister,470-51-5576,9/2/1950,"59 Strawberry Street San Diego, CA 92117",43.17331896,-77.70200169,9/12/2016,Train,"59 Strawberry Street San Diego, CA 92117",43.17331896,-77.70200169,9/12/2016,Train,63,Train fare of $62.89; Taxi fares of $39.51,9/12/2016,"Intake Site At Marine Corps Air Station, Miramar","2790 Truxton Road, Suite 130, San Diego, CA 92106",40.807493,-73.94415,9/13/2016
3000132,Charles J. Wilkins,260-47-2853,1/21/1952,,Charles J. Wilkins,260-47-2853,1/21/1952,"3343 43rd St, San Diego, CA 92105",40.66366941,-73.98978045,9/8/2016,Bus,"3343 43rd St, San Diego, CA 92105",40.66366941,-73.98978045,9/8/2016,Bus,10,Bus fare of $9.80,9/8/2016,Intake Site At Marine Corps Recruit Depot (MCRD),"2790 Truxton Road, Suite 130, San Diego, CA 92106",40.807493,-73.94415,9/16/2016
3000140,Huseyin S. Willsey,844-64-0051,6/12/1955,,Huseyin S. Willsey,844-64-0051,6/12/1955,"3343 43rd St, San Diego, CA 92105",40.72083347,-74.06616872,9/18/2016,Train,"3343 43rd St, San Diego, CA 92105",40.72083347,-74.06616872,9/18/2016,Train,72,Train fare of $71.55; Taxi fares of $43.51,9/18/2016,Intake Site At Naval Medical Center San Diego,"2790 Truxton Road, Suite 130, San Diego, CA 92106",40.807493,-73.94415,9/19/2016
3000129,Hakim P. Green,154-39-8211,8/9/1955,,Hakim P. Green,154-39-8211,8/9/1955,"3343 43rd St, San Diego, CA 92105",41.71198237,-73.9238105,8/31/2016,Car,"3343 43rd St, San Diego, CA 92105",41.71198237,-73.9238105,9/1/2016,Car,70,Mileage charge of $35.25; Toll fees of $4.90; Hotel bill of $72.47,8/31/2016,Miramar National Cemetery,"2790 Truxton Road, Suite 130, San Diego, CA 92106",40.807493,-73.94415,9/23/2016
3000122,Ernest Quintin Cervantes,623-60-6168,5/15/1947,,Ernest Quintin Cervantes,623-60-6168,5/15/1947,"3343 43rd St, San Diego, CA 92105",40.87546404,-73.26052481,8/13/2016,Car,"3343 43rd St, San Diego, CA 92105",40.87546404,-73.26052481,8/13/2016,Car,146,Mileage charge of $72.79; Toll fees of $5.65,8/13/2016,Mission Valley Clinic,"2790 Truxton Road, Suite 130, San Diego, CA 92106",40.807493,-73.94415,10/1/2016
3000143,Brandon W. Jacob,849-40-6621,6/2/1961,,Brandon W. Jacob,849-40-6621,6/2/1961,"57 Pennsylvania St. San Diego, CA 92126",40.7264965,-74.07225642,9/26/2016,Car,"57 Pennsylvania St. San Diego, CA 92126",40.7264965,-74.07225642,9/26/2016,Car,62,Mileage charge of $31.22,9/26/2016,Rio Clinic,"2790 Truxton Road, Suite 130, San Diego, CA 92106",40.807493,-73.94415,10/4/2016
3000136,Carmella Sandra Livingstone,715-68-5851,1/27/1941,,Carmella Sandra Livingstone,715-68-5851,1/27/1941,"3343 43rd St, San Diego, CA 92105",40.8595412,-73.9965361,9/14/2016,Car,"3343 43rd St, San Diego, CA 92105",40.8595412,-73.9965361,9/14/2016,Car,47,Mileage charge of $23.27; Parking fees of $9.63,9/14/2016,"San Diego Regional Benefit Office, 8810 Rio San Diego Drive, San Diego, CA 92108","2790 Truxton Road, Suite 130, San Diego, CA 92106",40.807493,-73.94415,10/12/2016
3000145,George J. Whiting,879-69-1385,8/11/1949,,George J. Whiting,879-69-1385,8/11/1949,"278 Mountainview Drive San Diego, CA 92126",43.05099493,-76.11807746,9/29/2016,Bus,"278 Mountainview Drive San Diego, CA 92126",43.05099493,-76.11807746,9/29/2016,Bus,3,Bus fare of $3.12,9/29/2016,San Diego Vet Center,"2790 Truxton Road, Suite 130, San Diego, CA 92106",40.807493,-73.94415,10/12/2016
3000153,Thomas Jacob Ramirez,340-99-3679,1/1/1953,,Thomas Jacob Ramirez,340-99-3679,1/1/1953,"278 Mountainview Drive San Diego, CA 92126",43.21466563,-77.57816521,10/15/2016,Car,"278 Mountainview Drive San Diego, CA 92126",43.21466563,-77.57816521,10/15/2016,Car,16,Mileage charge of $8.14,10/15/2016,Sorrento Valley Clinic,"2790 Truxton Road, Suite 130, San Diego, CA 92106",40.807493,-73.94415,10/16/2016
3000141,William Ralph Finn,350-06-2405,10/26/1936,,William Ralph Finn,350-06-2405,10/26/1936,"278 Mountainview Drive San Diego, CA 92126",40.82403334,-73.85537447,9/21/2016,Car,"278 Mountainview Drive San Diego, CA 92126",40.82403334,-73.85537447,9/21/2016,Car,22,Mileage charge of $10.99; Parking fees of $11.48,9/21/2016,VA San Diego Healthcare System,"2790 Truxton Road, Suite 130, San Diego, CA 92106",40.807493,-73.94415,10/18/2016
3000154,Shawn S. Chidley,853-05-0671,5/5/1941,,Shawn S. Chidley,853-05-0671,5/5/1941,"150 Fifth Street San Diego, CA 92114",40.69147907,-73.80567721,10/17/2016,Train,"150 Fifth Street San Diego, CA 92114",40.69147907,-73.80567721,10/17/2016,Train,47,Train fare of $46.60; Taxi fares of $32.47,10/17/2016,ASPIRE Center,"2790 Truxton Road, Suite 130, San Diego, CA 92106",40.807493,-73.94415,10/19/2016
3000138,Barbara Jean Thompson,095-18-9965,2/10/1952,,Barbara Jean Thompson,095-18-9965,2/10/1952,"668 Orange Ave. San Diego, CA 92126",40.73463054,-74.02795208,10/17/2016,Bus,"668 Orange Ave. San Diego, CA 92126",40.73463054,-74.02795208,10/17/2016,Bus,5,Bus fare of $4.94,10/17/2016,Fort Rosecrans National Cemetery,"2790 Truxton Road, Suite 130, San Diego, CA 92106",40.807493,-73.94415,10/20/2016
3000152,Elmer F. Rees,195-68-8240,7/3/1963,,Elmer F. Rees,195-68-8240,7/3/1963,"57 Pennsylvania St. San Diego, CA 92126",40.72790243,-74.02063771,10/13/2016,Bus,"57 Pennsylvania St. San Diego, CA 92126",40.72790243,-74.02063771,10/13/2016,Bus,20,Bus fare of $19.96,10/13/2016,"Intake Site At Marine Corps Air Station, Miramar","2790 Truxton Road, Suite 130, San Diego, CA 92106",40.807493,-73.94415,10/24/2016
3000156,Scott D. Hutton,658-27-3501,4/15/1947,,Scott D. Hutton,658-27-3501,4/15/1947,"3343 43rd St, San Diego, CA 92105",41.44290681,-74.38849317,10/21/2016,Bus,"3343 43rd St, San Diego, CA 92105",41.44290681,-74.38849317,10/21/2016,Bus,3,Bus fare of $2.64,10/21/2016,Intake Site At Marine Corps Recruit Depot (MCRD),"2790 Truxton Road, Suite 130, San Diego, CA 92106",40.807493,-73.94415,10/28/2016
3000155,Roy M. Stevens,644-54-6266,2/6/1959,,Roy M. Stevens,644-54-6266,2/6/1959,"3246 44th St, San Diego, CA 92105",40.69111813,-73.8586087,10/19/2016,Car,"3246 44th St, San Diego, CA 92105",40.69111813,-73.8586087,10/19/2016,Car,21,Mileage charge of $10.58,10/19/2016,Intake Site At Naval Medical Center San Diego,"2790 Truxton Road, Suite 130, San Diego, CA 92106",40.807493,-73.94415,10/29/2016
3000150,Raymond J. Baumann,243-12-3948,2/14/1948,,Raymond J. Baumann,243-12-3948,2/14/1948,"4783 34th St, San Diego, CA 92116",40.82674382,-73.97234362,10/12/2016,Car,"4783 34th St, San Diego, CA 92116",40.82674382,-73.97234362,10/12/2016,Car,16,Mileage charge of $8.06; Parking fees of $9.04,10/12/2016,Miramar National Cemetery,"2790 Truxton Road, Suite 130, San Diego, CA 92106",40.807493,-73.94415,10/31/2016
3000161,Philip K. Mistry,430-90-7376,10/16/1951,,Philip K. Mistry,430-90-7376,10/16/1951,"3224 N Mountain View Dr, San Diego, CA 92116",40.75687054,-73.79806757,11/1/2016,Car,"3224 N Mountain View Dr, San Diego, CA 92116",40.75687054,-73.79806757,11/1/2016,Car,20,Mileage charge of $10.07,11/1/2016,Mission Valley Clinic,"2790 Truxton Road, Suite 130, San Diego, CA 92106",40.807493,-73.94415,11/3/2016
3000157,Newton Brendan Riccardi,243-32-4104,5/11/1954,,Newton Brendan Riccardi,243-32-4104,5/11/1954,"93 Birchwood Street San Diego, CA 92114",40.945469,-73.07202499,10/25/2016,Car,"93 Birchwood Street San Diego, CA 92114",40.945469,-73.07202499,10/25/2016,Car,30,Mileage charge of $14.79; Parking fees of $9.64,10/25/2016,Rio Clinic,"2790 Truxton Road, Suite 130, San Diego, CA 92106",40.807493,-73.94415,11/7/2016
3000165,Danny Richard Stender,264-82-9894,3/10/1945,,Danny Richard Stender,264-82-9894,3/10/1945,"4632 Hawley Blvd San Diego, CA 92116",40.51143458,-73.99515219,11/5/2016,Car,"4632 Hawley Blvd San Diego, CA 92116",40.51143458,-73.99515219,11/5/2016,Car,31,Mileage charge of $15.56; Parking fees of $8.90,11/5/2016,"San Diego Regional Benefit Office, 8810 Rio San Diego Drive, San Diego, CA 92108","2790 Truxton Road, Suite 130, San Diego, CA 92106",40.807493,-73.94415,11/15/2016
3000173,Jane Heidi Robinson,384-61-8555,5/31/1955,,Jane Heidi Robinson,384-61-8555,5/31/1955,"278 Mountainview Drive San Diego, CA 92126",40.52530223,-73.92872756,11/23/2016,Bus,"278 Mountainview Drive San Diego, CA 92126",40.52530223,-73.92872756,11/23/2016,Bus,17,Bus fare of $17.09,11/23/2016,San Diego Vet Center,"2790 Truxton Road, Suite 130, San Diego, CA 92106",40.807493,-73.94415,12/3/2016
3000177,Scott J. Grew,770-38-7864,1/9/1954,,Scott J. Grew,770-38-7864,1/9/1954,"927 Euclid Ave San Diego, CA 92114",40.73291652,-73.2467818,12/4/2016,Car,"927 Euclid Ave San Diego, CA 92114",40.73291652,-73.2467818,12/4/2016,Car,85,Mileage charge of $42.38; Toll fees of $4.39,12/4/2016,Sorrento Valley Clinic,"2790 Truxton Road, Suite 130, San Diego, CA 92106",40.807493,-73.94415,12/14/2016
3000174,James Daniel Santiago,457-74-8958,7/2/1953,,James Daniel Santiago,457-74-8958,7/2/1953,"332 Birchwood Street San Diego, CA 92120",40.75196893,-74.07352635,11/28/2016,Bus,"332 Birchwood Street San Diego, CA 92120",40.75196893,-74.07352635,11/28/2016,Bus,10,Bus fare of $10.37,11/28/2016,VA San Diego Healthcare System,"2790 Truxton Road, Suite 130, San Diego, CA 92106",40.807493,-73.94415,12/16/2016
3000188,Charles J. Williams,079-03-4657,5/29/1959,,Charles J. Williams,079-03-4657,5/29/1959,"7844 Homewood Pl. San Diego, CA 91942",40.81958508,-73.00322378,12/18/2016,Car,"7844 Homewood Pl. San Diego, CA 91942",40.81958508,-73.00322378,12/18/2016,Car,49,Mileage charge of $24.57; Parking fees of $9.06,12/18/2016,ASPIRE Center,"2790 Truxton Road, Suite 130, San Diego, CA 92106",40.807493,-73.94415,12/22/2016
3000189,Ruben Michael Cameron,006-33-7300,10/31/1954,,Ruben Michael Cameron,006-33-7300,10/31/1954,"4644 Denwood Rd, La Mesa, CA 91942",40.6298816,-73.88816563,12/20/2016,Car,"4644 Denwood Rd, La Mesa, CA 91942",40.6298816,-73.88816563,12/20/2016,Car,37,Mileage charge of $18.52,12/20/2016,Fort Rosecrans National Cemetery,"2790 Truxton Road, Suite 130, San Diego, CA 92106",40.807493,-73.94415,12/28/2016
3000185,George J. Whiting,879-69-1385,8/11/1949,,George J. Whiting,879-69-1385,8/11/1949,"6927 Amherst Street San Diego, CA 92105",43.05099493,-76.11807746,12/15/2016,Car,"6927 Amherst Street San Diego, CA 92105",43.05099493,-76.11807746,12/15/2016,Car,55,Mileage charge of $27.38; Parking fees of $11.28; Toll fees of $5.83; Meal bill of $27.56,12/15/2016,"Intake Site At Marine Corps Air Station, Miramar","2790 Truxton Road, Suite 130, San Diego, CA 92106",40.807493,-73.94415,1/3/2017
3000180,Paul R. Chestnut,367-28-0229,11/14/1948,,Paul R. Chestnut,367-28-0229,11/14/1948,"4818 68th St, San Diego, CA 92115",40.66796047,-73.77108017,12/7/2016,Bus,"4818 68th St, San Diego, CA 92115",40.66796047,-73.77108017,12/7/2016,Bus,4,Bus fare of $3.65,12/7/2016,Intake Site At Marine Corps Recruit Depot (MCRD),"2790 Truxton Road, Suite 130, San Diego, CA 92106",40.807493,-73.94415,1/6/2017
3000187,Thomas Per Dehal,778-64-4903,8/18/1944,,Thomas Per Dehal,778-64-4903,8/18/1944,"6758 Rosefield Dr, San Diego, CA 92115",40.66048844,-73.97448178,12/17/2016,Car,"6758 Rosefield Dr, San Diego, CA 92115",40.66048844,-73.97448178,12/17/2016,Car,64,Mileage charge of $32.18; Parking fees of $12.30,12/17/2016,Intake Site At Naval Medical Center San Diego,"2790 Truxton Road, Suite 130, San Diego, CA 92106",40.807493,-73.94415,1/11/2017
3000190,Edward Kevin Kinlaw,103-11-4858,7/27/1958,,Edward Kevin Kinlaw,103-11-4858,7/27/1958,"2839 Dale St, San Diego, CA 92104",40.92121721,-73.83965457,12/27/2016,Bus,"2839 Dale St, San Diego, CA 92104",40.92121721,-73.83965457,12/27/2016,Bus,7,Bus fare of $7.13,12/27/2016,Miramar National Cemetery,"2790 Truxton Road, Suite 130, San Diego, CA 92106",40.807493,-73.94415,1/12/2017
3000186,Paul Reginald Welch,071-58-3234,4/21/1945,,Paul Reginald Welch,071-58-3234,4/21/1945,"1142 Manchester St, National City, CA 91950",40.63186923,-73.86207438,12/31/2016,Bus,"1142 Manchester St, National City, CA 91950",40.63186923,-73.86207438,12/31/2016,Bus,15,Bus fare of $14.66,12/31/2016,Mission Valley Clinic,"2790 Truxton Road, Suite 130, San Diego, CA 92106",40.807493,-73.94415,1/23/2017
3000181,John Martin Dawe,831-99-0680,11/12/1938,,John Martin Dawe,831-99-0680,11/12/1938,"278 Mountainview Drive San Diego, CA 92126",40.70984634,-73.9950785,12/9/2016,Bus,"278 Mountainview Drive San Diego, CA 92126",40.70984634,-73.9950785,12/9/2016,Bus,5,Bus fare of $4.85,12/9/2016,Rio Clinic,"2790 Truxton Road, Suite 130, San Diego, CA 92106",40.807493,-73.94415,2/25/2017
3000003,Jessica Beryl Browning,301-27-6586,12/15/1948,Donor,Andrew B. Somerset,834-35-1500,2/10/1957,"278 Mountainview Drive San Diego, CA 92126",40.68146158,-73.85026829,1/7/2016,Bus,"278 Mountainview Drive San Diego, CA 92126",40.67854614,-74.03745398,1/7/2016,Bus,20,Bus fare of $19.95,1/7/2016,"San Diego Regional Benefit Office, 8810 Rio San Diego Drive, San Diego, CA 92108","2790 Truxton Road, Suite 130, San Diego, CA 92106",40.807493,-73.94415,1/8/2016
3000009,Robert T. Storrar,172-09-5112,11/29/1950,Donor,Robert Daniel Shaffer,331-60-7960,5/23/1950,"59 Strawberry Street San Diego, CA 92117",40.70694086,-73.81860571,1/18/2016,Car,"59 Strawberry Street San Diego, CA 92117",40.73075486,-73.68962987,1/18/2016,Car,52,Mileage charge of $26.10,1/18/2016,San Diego Vet Center,"2790 Truxton Road, Suite 130, San Diego, CA 92106",40.807493,-73.94415,1/20/2016
3000005,Roy Matthew Murillo,136-87-1475,2/1/1966,Attendant,Michael M. Shapter,616-45-0192,12/24/1945,"5141 Georgetown Ave, San Diego, CA 92110",40.65009009,-73.9495541,1/11/2016,Car,"10 Walnut Ave. San Diego, CA 92154",40.64177269,-73.96062495,1/11/2016,Car,86,Mileage charge of $42.90; Toll fees of $6.49,1/11/2016,Sorrento Valley Clinic,"2790 Truxton Road, Suite 130, San Diego, CA 92106",40.807493,-73.94415,1/25/2016
3000008,Robert F. Cuthill,303-12-7941,4/7/1963,CareGiver,Robert Daniel Shaffer,331-60-7960,5/23/1950,"2135 Burgener Blvd, San Diego, CA 92110",40.71481488,-74.09516485,1/18/2016,Train,"10 Walnut Ave. San Diego, CA 92154",40.73075486,-73.68962987,1/18/2016,Train,64,Train fare of $64.40; Taxi fares of $41.22,1/18/2016,VA San Diego Healthcare System,"2790 Truxton Road, Suite 130, San Diego, CA 92106",40.807493,-73.94415,1/28/2016
3000014,Avril  Hewer,008-37-3349,6/3/1941,Donor,Harry D. Hammond,841-17-1820,4/12/1954,"2570 Burgener Blvd, San Diego, CA 92110",40.58708978,-74.08738235,1/26/2016,Car,"802 Logan Ave. San Diego, CA 92114",42.78171516,-73.95555999,1/26/2016,Car,356,Mileage charge of $178.03; Toll fees of $5.11; Meal bill of $60.47,1/26/2016,ASPIRE Center,"2790 Truxton Road, Suite 130, San Diego, CA 92106",40.807493,-73.94415,1/29/2016
3000022,Douglas Neil Staton,180-31-3778,12/29/1966,Attendant,Adolph W. Enticott,845-66-6582,7/14/1956,"2621 Arnott St, San Diego, CA 92110",40.86356437,-73.870855,2/13/2016,Car,"582 E. Mayfair Ave. San Diego, CA 92154",40.56641384,-74.09528844,2/13/2016,Car,45,Mileage charge of $22.32,2/13/2016,Fort Rosecrans National Cemetery,"2790 Truxton Road, Suite 130, San Diego, CA 92106",40.807493,-73.94415,2/14/2016
3000017,Katie S. Rock,213-58-4699,9/2/1969,CareGiver,John William Burt,919-78-2296,5/23/1940,"3534 Yosemite St, San Diego, CA 92109",40.49828266,-74.21916218,2/3/2016,Car,"766 Jefferson Ave. San Diego, CA 92154",40.71182009,-73.91917044,2/3/2016,Car,70,Mileage charge of $34.97,2/3/2016,"Intake Site At Marine Corps Air Station, Miramar","2790 Truxton Road, Suite 130, San Diego, CA 92106",40.807493,-73.94415,2/16/2016
3000021,Lawrence J. O'Brien,507-73-1623,4/12/1967,Attendant,Kyle P. Watson,701-65-9566,9/22/1957,"3534 Yosemite St, San Diego, CA 92109",40.74881774,-74.00161613,2/11/2016,Car,"714 Riverside Rd. San Diego, CA 92117",40.43693808,-74.04628894,2/11/2016,Car,17,Mileage charge of $8.70,2/11/2016,Intake Site At Marine Corps Recruit Depot (MCRD),"2790 Truxton Road, Suite 130, San Diego, CA 92106",40.807493,-73.94415,2/16/2016
3000026,Ashok A. Dietrich,561-44-8645,11/30/1956,Donor,James Jason Bear,200-38-9496,2/11/1951,"3341 Riviera Dr, San Diego, CA 92109",40.68346621,-74.00215961,2/17/2016,Bus,"59 Strawberry Street San Diego, CA 92117",40.6932009,-73.96937597,2/17/2016,Bus,3,Bus fare of $2.94,2/17/2016,Intake Site At Naval Medical Center San Diego,"2790 Truxton Road, Suite 130, San Diego, CA 92106",40.807493,-73.94415,2/20/2016
3000025,Frances S. Bryd,093-01-6932,2/21/1957,CareGiver,James Jason Bear,200-38-9496,2/11/1951,"59 Strawberry Street San Diego, CA 92117",40.70801945,-74.01075692,2/17/2016,Bus,"218 Pineknoll Court San Diego, CA 92114",40.6932009,-73.96937597,2/17/2016,Bus,8,Bus fare of $8.37,2/17/2016,Miramar National Cemetery,"2790 Truxton Road, Suite 130, San Diego, CA 92106",40.807493,-73.94415,2/24/2016
3000023,Don Richard Thomas,985-07-1297,7/21/1955,CareGiver,Francisco Charles Wellman,120-64-6397,7/21/1948,"59 Strawberry Street San Diego, CA 92117",42.80536986,-73.92428344,2/14/2016,Train,"8 N. Piper St. San Diego, CA 92115",42.81469116,-73.94138439,2/14/2016,Train,30,Train fare of $30.31; Taxi fares of $47.38,2/14/2016,Mission Valley Clinic,"2790 Truxton Road, Suite 130, San Diego, CA 92106",40.807493,-73.94415,3/2/2016
3000034,Tammy Janet Blackall,751-33-1712,2/28/1938,Donor,Muhammad Aaron Leone,522-88-8231,2/1/1948,"3343 43rd St, San Diego, CA 92105",40.69910828,-73.90297519,3/3/2016,Bus,"59 Strawberry Street San Diego, CA 92117",40.75170243,-74.02544371,3/3/2016,Bus,5,Bus fare of $5.09,3/3/2016,Rio Clinic,"2790 Truxton Road, Suite 130, San Diego, CA 92106",40.807493,-73.94415,3/5/2016
